DATE	OPEN	HIGH	LOW	CLOSE	RETURN	DISCREPANCY	VOL_INST	VOL_IND	VOL_FOR
2013-05-10	12065	12090	11575	11590	-4.29	-0.144054479	-19855662	19230637	261311
2013-05-13	11510	11655	11420	11655	0.56	-0.262116805	1214235	-1272379	172274
2013-05-14	11670	12010	11670	11925	2.32	-0.266291094	13065034	-12394005	-450105
2013-05-15	11955	11980	11825	11935	0.08	-0.185912624	318882	-57737	-154864
2013-05-16	11980	12290	11975	12155	1.84	-0.30830201	17951298	-17584570	38551
2013-05-20	12215	12240	12105	12145	-0.08	-0.280479114	229895	448865	-694153
2013-05-21	12225	12350	12095	12120	-0.21	-0.182833424	-601382	777970	-188457
2013-05-22	12225	12375	12190	12290	1.4	0.042002989	8958845	-8293545	-366995
2013-05-23	12150	12215	11950	11950	-2.77	-0.191848806	-7348019	6937408	194125
2013-05-24	12060	12085	11835	11985	0.29	-0.370255222	-659591	631367	68071
2013-05-27	11950	12170	11915	12095	0.92	-0.162365133	4575702	-3584268	-402201
2013-05-28	12135	12250	12020	12180	0.7	-0.021998444	1940003	-2196839	276973
2013-05-29	12250	12460	12215	12385	1.68	0.081859446	12628708	-12410529	19267
2013-05-30	12355	12480	12325	12360	-0.2	-0.323947172	2924586	-2821510	-186198
2013-05-31	12440	12565	12415	12415	0.44	-0.122363178	6141445	-5551561	-2220
2013-06-03	12300	12405	12275	12325	-0.72	-0.021901896	288773	4726	-289375
2013-06-04	12440	12445	12125	12265	-0.49	-0.418299974	-5550853	5326390	160733
2013-06-05	12250	12270	11950	11950	-2.57	0.156059064	-9677513	9227625	224144
2013-06-07	11900	11930	11500	11500	-3.77	0.619906117	-25915942	25247365	328468
2013-06-10	11570	11595	11450	11550	0.43	0.03265135	-7652603	6791107	596881
2013-06-11	11555	11555	11240	11385	-1.43	0.141614404	-10606576	10835858	-713238
2013-06-12	11280	11355	11145	11175	-1.84	-0.228737338	-10375617	10188251	-51150
2013-06-13	11090	11145	10820	10900	-2.46	1.002238729	-16711708	15764227	427717
2013-06-14	10990	10995	10765	10845	-0.5	-0.129936984	-8721698	8351456	-23094
2013-06-17	10880	11010	10770	10835	-0.09	-0.194084968	-2874617	2652821	148376
2013-06-18	10890	10980	10715	10980	1.34	-0.311594361	-2303571	1774110	267651
2013-06-19	11000	11000	10790	10900	-0.73	0.042311473	-5158849	4969937	180836
2013-06-20	10615	10650	10325	10400	-4.59	0.170193011	-11391832	11653974	-580628
2013-06-21	10010	10095	9925	10060	-3.27	0.00387689	-10236324	9787631	249629
2013-06-24	10085	10085	9830	9840	-2.19	0.307957663	-4943756	3845344	943382
2013-06-25	9750	9985	9590	9700	-1.42	-0.431225178	-7448599	6545299	513533
2013-06-26	9855	9865	9585	9655	-0.46	-0.014187526	-6788820	6914126	-478460
2013-06-27	9890	10265	9875	10225	5.9	-0.39365208	8804345	-8411312	-126247
2013-06-28	10290	10615	10280	10485	2.54	-0.393864604	8659304	-8475587	351218
2013-07-01	10310	10540	10305	10475	-0.1	-0.136615017	2096945	-1426054	-516694
2013-07-02	10530	10590	10370	10470	-0.05	-0.045537993	-1129212	705109	505510
2013-07-03	10390	10465	10020	10080	-3.72	-0.065037039	-4291451	3848939	290717
2013-07-04	10095	10265	10060	10225	1.44	-0.135561702	2020113	-1857854	-123815
2013-07-05	10400	10460	10055	10135	-0.88	-0.38489664	-3579090	4313449	-814193
2013-07-08	10075	10240	9845	9950	-1.83	0.00653309	-4056915	3158780	551258
2013-07-09	10060	10140	9890	10125	1.76	-0.039786633	758640	-794021	18054
2013-07-10	10125	10170	9915	9970	-1.53	-0.373126125	-3453502	4078903	-665695
2013-07-11	10230	10695	10175	10650	6.82	-0.159276422	14684350	-14723370	450960
2013-07-12	10650	10655	10485	10520	-1.22	-0.52263441	-1462121	939672	451750
2013-07-15	10525	10685	10245	10590	0.67	-0.670264673	1875121	-1358486	-424537
2013-07-16	10595	10650	10415	10500	-0.85	-0.102656413	-2220146	2669298	-521388
2013-07-17	10540	10845	10340	10710	2	-0.095240672	9808926	-10350175	789034
2013-07-18	10630	10675	10490	10540	-1.59	-0.366582914	-3508135	4202869	-803516
2013-07-19	10580	10630	10340	10510	-0.28	-0.129518047	-1061290	711008	284578
2013-07-22	10610	10810	10520	10580	0.67	-0.200918755	2460386	-2481781	128030
2013-07-23	10650	10925	10600	10875	2.79	-0.240157488	14918698	-15077484	320895
2013-07-24	10875	10980	10825	10960	0.78	-0.168511181	4509206	-4224794	-125577
2013-07-25	10900	11040	10870	10950	-0.09	-0.233880938	3512188	-3163403	-209636
2013-07-26	11030	11070	10890	10990	0.37	-0.229227662	1668087	-2138548	451293
2013-07-29	10950	11030	10850	10905	-0.77	-0.097017202	203615	-20134	-204259
2013-07-30	10895	11100	10875	11075	1.56	-0.100305607	5160979	-5431639	440983
2013-07-31	11050	11105	10985	11020	-0.5	0.091917441	514943	-413254	-156767
2013-08-01	11025	11180	10865	11050	0.27	-0.399573476	2785386	-2607345	84868
2013-08-02	11200	11280	11090	11145	0.86	-0.049952603	4008330	-3864967	260156
2013-08-05	11080	11180	11030	11040	-0.94	-0.027619181	-1754401	1700360	-17526
2013-08-06	10995	11000	10725	10825	-1.95	-0.312828933	-4249453	4467138	-297774
2013-08-07	10675	10745	10520	10520	-2.82	-0.1074889	-6307728	5962506	90397
2013-08-08	10555	10720	10480	10555	0.33	-0.121217168	724532	-555227	-173846
2013-08-09	10555	10615	10445	10560	0.05	-0.180639014	-998854	862195	90460
2013-08-12	10495	10690	10460	10595	0.33	-0.176093329	696866	-640859	-93945
2013-08-13	10650	10940	10630	10920	3.07	-0.410578366	7390515	-7346529	170971
2013-08-14	10975	11090	10900	11060	1.28	-0.441442285	5209990	-4933289	-164732
2013-08-16	10845	11165	10790	11015	-0.41	-0.361016055	5010970	-5066172	377839
2013-08-19	10975	11015	10895	11005	-0.09	-0.37451217	181069	495214	-701626
2013-08-20	10895	11120	10680	10690	-2.86	-0.110915195	-5374499	4812274	180005
2013-08-21	10745	10745	10390	10435	-2.39	-0.005653729	-8736957	9678246	-1069028
2013-08-22	10230	10345	10115	10235	-1.92	-0.425926034	-6653002	6462215	-119591
2013-08-23	10330	10555	10290	10495	2.54	-0.290435577	4482320	-4393793	-46447
2013-08-26	10530	10785	10525	10710	2.05	-0.324619726	6131821	-6026479	47152
2013-08-27	10665	10820	10635	10685	-0.23	-0.45797715	3420263	-3206553	-234628
2013-08-28	10445	10740	10435	10740	0.51	-0.08661021	3014628	-2895811	-152511
2013-08-29	10775	11140	10760	11065	3.03	-0.10842276	15072879	-15808757	1151259
2013-08-30	11170	11250	11050	11230	1.49	-0.247205723	9093043	-10423535	1654269
2013-09-02	11210	11370	11190	11240	0.09	-0.199423572	4578681	-3630331	-289837
2013-09-03	11355	11430	11280	11325	0.76	-0.123996169	3116866	-3577890	539886
2013-09-04	11275	11380	11155	11330	0.04	0.005825582	3293447	-2820177	-358284
2013-09-05	11410	11615	11350	11560	2.03	-0.122427785	11483201	-11925265	814067
2013-09-06	11560	11720	11510	11620	0.52	-0.196429231	7230056	-6702178	-214833
2013-09-09	11710	11885	11680	11820	1.72	-0.335167267	9594559	-8497853	-591850
2013-09-10	11855	12090	11835	12080	2.2	-0.395285597	11892432	-10811716	-196787
2013-09-11	12120	12220	12055	12175	0.79	-0.442631651	7137609	-6764264	-107251
2013-09-12	12230	12465	12160	12185	0.08	-0.341871953	9861092	-9075151	-140351
2013-09-13	12085	12280	12055	12065	-0.98	-0.399804184	2141413	-2479230	406610
2013-09-16	12310	12460	12285	12340	2.28	-0.254778718	5505116	-5075787	-271193
2013-09-17	12300	12305	12120	12220	-0.97	-0.222824805	-660561	845285	-224427
2013-09-23	12220	12420	12040	12260	0.33	-0.348617276	145832	-1115778	730633
2013-09-24	12120	12295	12070	12240	-0.16	-0.340665568	1020847	-779427	-80019
2013-09-25	12270	12290	12045	12085	-1.27	-0.448291599	-2277783	1752090	360044
2013-09-26	12035	12295	12000	12295	1.74	-0.163376402	5228955	-4807371	-312231
2013-09-27	12360	12365	12235	12320	0.2	0.017697937	1211076	-1002782	-210036
2013-09-30	12155	12265	12040	12115	-1.66	-0.053623726	1281	487115	-888110
2013-10-01	12070	12340	12070	12160	0.37	-0.069031261	1306504	-1486442	346327
2013-10-02	12305	12330	12160	12160	0	-0.297712997	483864	421091	-960994
2013-10-04	12165	12235	11985	12145	-0.12	-0.204193149	-46359	73784	144577
2013-10-07	12170	12225	12075	12115	-0.25	-0.416172446	-951850	487571	50889
2013-10-08	12075	12245	11955	12245	1.07	-0.421166825	2797863	-2727522	-70673
2013-10-10	12235	12345	12135	12190	-0.45	-0.44786212	-1899492	1922834	-186405
2013-10-11	12400	12645	12325	12625	3.57	-0.023360878	11196793	-10463790	-489955
2013-10-14	12615	12650	12540	12590	-0.28	0.046169042	-2008770	1729988	276048
2013-10-15	12735	12910	12725	12780	1.51	-0.41408416	1947763	-2014431	193476
2013-10-16	12835	12985	12800	12820	0.31	0.054241574	1866037	-1968632	85059
2013-10-17	12985	13025	12855	12920	0.78	-0.074248237	2297397	-2245121	74825
2013-10-18	12990	13045	12950	13040	0.93	-0.164682338	3826493	-3925726	309566
2013-10-21	13070	13130	13030	13035	-0.04	-0.213276419	-2090274	1994261	7708
2013-10-22	13015	13060	12950	13050	0.12	-0.028344454	1944101	-1762434	-100717
2013-10-23	13090	13130	12725	12725	-2.49	-0.107938377	-3478109	3202989	145096
2013-10-24	12725	12820	12650	12820	0.75	-0.295613396	561247	-207011	-163339
2013-10-25	12800	12815	12505	12615	-1.6	-0.253182173	-3015100	2706809	55973
2013-10-28	12690	12870	12650	12855	1.9	-0.226324417	3603835	-3204284	-316841
2013-10-29	12800	13000	12720	12950	0.74	-0.105294419	118903	-353136	140532
2013-10-30	13005	13050	12835	13030	0.62	-0.236431236	1342683	-1554704	268053
2013-10-31	12890	12955	12645	12645	-2.95	-0.093309452	-4842181	4935043	-71604
2013-11-01	12710	12745	12645	12715	0.55	-0.333293618	148161	-265323	103249
2013-11-04	12655	12665	12485	12500	-1.69	-0.359264635	-207466	285856	-148853
2013-11-05	12500	12560	12305	12370	-1.04	-0.274346321	87634	616313	-632616
2013-11-06	12325	12470	12305	12375	0.04	-0.135009397	-59514	248734	-99817
2013-11-07	12390	12400	12135	12185	-1.54	-0.377641096	-3736616	4042623	-412543
2013-11-08	12010	12120	11975	12000	-1.52	-0.004916425	-4686244	4341644	76546
2013-11-11	12060	12075	11920	11985	-0.13	-0.148049159	-3080004	2922228	76931
2013-11-12	11985	12235	11985	12180	1.63	-0.166389351	759374	-557814	-236898
2013-11-13	12100	12130	11710	11710	-3.86	-0.340934429	-9529941	9180493	-27052
2013-11-14	11875	11935	11710	11825	0.98	-0.004143592	292934	-470265	149054
2013-11-15	11945	12325	11935	12290	3.93	-0.234355911	4919388	-5112617	299859
2013-11-18	12400	12430	12305	12345	0.45	-0.389887456	1816053	-1423125	-255088
2013-11-19	12320	12725	12290	12640	2.39	-0.198024805	6126712	-6048048	51334
2013-11-20	12590	12625	12395	12445	-1.54	-0.285322592	-2095030	1989636	163512
2013-11-21	12400	12410	11955	12045	-3.21	-0.436525288	-9553812	9640860	-250366
2013-11-22	12185	12350	12060	12240	1.62	-0.054953445	1691725	-1777147	41694
2013-11-25	12340	12625	12335	12435	1.59	0.073958961	3923180	-3764935	-93122
2013-11-26	12240	12525	12100	12495	0.48	-0.209563909	-92985	-41551	36789
2013-11-27	12370	12575	12260	12565	0.56	-0.194923722	2094193	-2077991	164159
2013-11-28	12710	12870	12705	12800	1.87	-0.06815664	8322065	-8270869	96798
2013-11-29	12750	12900	12725	12775	-0.2	-0.285211614	760482	-646239	-46100
2013-12-02	12790	12915	12570	12605	-1.33	-0.169644286	-1078245	1263443	-122121
2013-12-03	12465	12530	12280	12320	-2.26	-0.136258887	-7817517	7961458	-229738
2013-12-04	12200	12245	12005	12020	-2.44	-0.038587434	-11874279	11476184	-46956
2013-12-05	12050	12090	11755	11945	-0.62	-0.200934911	-9771504	9568568	-1362
2013-12-06	11935	12030	11875	11955	0.08	-0.099023553	-2225103	1931224	91563
2013-12-09	12205	12250	12115	12190	1.97	-0.29127381	2076925	-1910758	142870
2013-12-10	12175	12180	12060	12100	-0.74	-0.116393294	134691	510011	-662273
2013-12-11	11970	12210	11800	11850	-2.07	-0.138373663	-6940531	7094926	-334643
2013-12-12	11730	11795	11605	11765	-0.72	0.159625412	-11036013	10315320	-6503
2013-12-13	11735	11735	11460	11635	-1.1	-0.256581051	-8730306	8280414	259718
2013-12-16	11580	11740	11520	11655	0.17	-0.113299201	-278979	298057	111492
2013-12-17	11840	11910	11710	11770	0.99	-0.066395988	115945	-510784	321935
2013-12-18	11770	11970	11745	11930	1.36	0.25530227	2269921	-2150019	-360
2013-12-19	12170	12200	11765	11865	-0.54	-0.123236058	-2429841	2435543	180019
2013-12-20	11850	12020	11820	11950	0.72	-0.240091629	3064482	-2665889	-133148
2013-12-23	12060	12210	12040	12145	1.63	-0.322137185	7611351	-7713289	191892
2013-12-24	12200	12300	12140	12215	0.58	-0.084169782	8386761	-7636517	-514771
2013-12-26	12255	12315	12155	12160	-0.45	-0.19501369	7376877	-6620886	-249095
2013-12-27	12200	12415	12145	12365	1.69	-0.428644018	9781273	-9430240	51256
2013-12-30	12455	12460	12350	12425	0.49	-0.403516056	2430860	-2518723	268194
2014-01-02	12490	12500	11775	11780	-5.19	-0.235860042	-13034895	13283407	-581759
2014-01-03	11760	11780	11375	11520	-2.21	-0.053443645	-20504832	19923769	113624
2014-01-06	11530	11720	11445	11585	0.56	-0.087019592	-3847031	3410670	146679
2014-01-07	11450	11735	11450	11655	0.6	-0.137177502	-493244	245066	-25401
2014-01-08	11715	11760	11495	11640	-0.13	-0.104444065	-3143626	2753808	111688
2014-01-09	11640	11670	11515	11515	-1.07	0.108062807	-4175192	3940360	188641
2014-01-10	11455	11585	11230	11335	-1.56	-0.087087744	-11500210	11478314	-373270
2014-01-13	11400	11525	11355	11475	1.24	-0.273498301	2540490	-2478874	-13172
2014-01-14	11415	11665	11310	11440	-0.31	-0.315696008	378005	-704335	191764
2014-01-15	11560	11585	11435	11505	0.57	-0.385815564	-1109975	1199357	-109712
2014-01-16	11555	11670	11540	11605	0.87	-0.045390848	1099517	-1270510	155044
2014-01-17	11590	11625	11360	11410	-1.68	-0.010077862	-3442029	3557627	-202470
2014-01-20	11385	11580	11250	11545	1.18	-0.151610417	1813831	-2028676	242604
2014-01-21	11530	11715	11485	11710	1.43	-0.080635183	6830731	-6671870	-35458
2014-01-22	11655	11710	11615	11690	-0.17	-0.357315768	-437742	493674	-96605
2014-01-23	11715	11720	11430	11430	-2.22	-0.159151379	-8870555	8352223	135402
2014-01-24	11340	11390	11175	11330	-0.87	-0.189050571	-13774925	12508732	535981
2014-01-27	11020	11135	10885	11055	-2.43	0.172526903	-6685835	6485347	-70907
2014-01-28	10980	11145	10950	11130	0.68	0.077148422	-81773	373458	-272092
2014-01-29	11205	11395	11190	11355	2.02	-0.31717661	4747774	-4584953	30998
2014-02-03	11230	11265	11005	11065	-2.55	-0.218950193	-7130609	6779446	216512
2014-02-04	10830	10835	10605	10655	-3.71	-0.161821243	-20453942	19743769	-9377
2014-02-05	10760	10800	10640	10740	0.8	0.062236102	804097	-765738	-95266
2014-02-06	10795	10985	10780	10910	1.58	-0.073914162	3778756	-3505732	-108802
2014-02-07	11050	11120	10940	11070	1.47	-0.230812006	2120744	-2152892	-29269
2014-02-10	11120	11165	10990	11075	0.05	-0.28864524	-194864	-251603	398684
2014-02-11	11010	11250	11010	11200	1.13	-0.082521132	6016386	-5200983	-637296
2014-02-12	11285	11370	11200	11260	0.54	-0.080663124	2669131	-2968243	525605
2014-02-13	11255	11345	11045	11070	-1.69	-0.307183556	-2534646	2570197	-67794
2014-02-14	11135	11420	11120	11330	2.35	-0.070294771	9191937	-9369340	290167
2014-02-17	11475	11525	11340	11360	0.26	-0.19521675	576595	-543680	250773
2014-02-18	11345	11430	11185	11365	0.04	-0.183823368	438180	-189977	-246893
2014-02-19	11300	11315	11125	11240	-1.1	-0.275396059	-4506650	4435402	-102321
2014-02-20	11125	11280	11050	11115	-1.11	-0.214742542	-2663397	2713619	-66328
2014-02-21	11280	11470	11265	11465	3.15	-0.19056507	13408992	-12781911	-166185
2014-02-24	11450	11510	11330	11385	-0.7	-0.214820794	-1339100	1247640	52817
2014-02-25	11510	11620	11460	11580	1.71	-0.115152221	10344152	-9969016	-118854
2014-02-26	11540	11690	11500	11655	0.65	-0.268773729	5246669	-5140744	81830
2014-02-27	11615	11720	11570	11700	0.39	-0.420277495	5432185	-5036248	-238985
2014-02-28	11700	11805	11650	11695	-0.04	-0.490273658	5176360	-5289589	377397
2014-03-03	11530	11600	11400	11520	-1.5	-0.44591932	-2530953	2673848	-196430
2014-03-04	11460	11535	11420	11460	-0.52	-0.35302506	-1990357	1906391	-65540
2014-03-05	11670	11760	11665	11695	2.05	0.141628263	6624100	-6435050	22661
2014-03-06	11675	11705	11640	11690	-0.04	-0.177869545	-552192	519061	56564
2014-03-07	11755	11795	11550	11655	-0.3	-0.181480432	1187304	-1162962	131933
2014-03-10	11510	11540	11340	11355	-2.57	-0.274191084	-11549502	11297863	-209390
2014-03-11	11385	11450	11345	11435	0.7	-0.447832401	144096	-552630	297112
2014-03-12	11350	11360	11080	11100	-2.93	0.04903304	-17269585	16918625	-226314
2014-03-13	11200	11220	11050	11155	0.5	0.107331572	-2752095	2637860	-41348
2014-03-14	10945	10970	10815	10915	-2.15	-0.009710463	-11283328	11003772	-109373
2014-03-17	10885	11005	10855	11005	0.82	-0.101215034	-205272	534378	-390511
2014-03-18	11160	11230	11015	11140	1.23	-0.154965946	-502424	-81442	641592
2014-03-19	11230	11270	11100	11155	0.13	0.109936955	2202180	-1747710	-430736
2014-03-20	11060	11065	10845	10875	-2.51	-0.03787071	-14610171	13692771	500135
2014-03-21	10955	11050	10925	11050	1.61	-0.102428912	2621471	-2581615	68912
2014-03-24	11080	11245	11055	11155	0.95	-0.278736798	3625484	-3334732	-82767
2014-03-25	11130	11215	11075	11120	-0.31	-0.21572069	942401	-951609	13878
2014-03-26	11270	11475	11265	11440	2.88	-0.15038539	20259535	-19652956	-79350
2014-03-27	11425	11595	11375	11565	1.09	-0.247376157	11979072	-11630236	129332
2014-03-28	11550	11690	11525	11565	0	-0.373266439	8357206	-7682115	-137945
2014-03-31	11650	11700	11545	11605	0.35	-0.600933949	6115590	-5612971	107080
2014-04-01	11625	11780	11535	11705	0.86	-0.490533636	7779635	-7323167	-255983
2014-04-02	11795	11830	11755	11780	0.64	-0.357545548	7041158	-6877107	-6722
2014-04-03	11795	11960	11765	11765	-0.13	-0.440633761	9754952	-10117519	105567
2014-04-04	11780	11920	11765	11860	0.81	-0.047869149	3485755	-3538042	68614
2014-04-07	11755	11860	11690	11800	-0.51	-0.261854893	983767	-1111338	122178
2014-04-08	11715	11960	11700	11930	1.1	-0.224056791	5067998	-4699876	-264861
2014-04-09	11985	12030	11930	11965	0.29	-0.155712028	2681413	-2607118	81421
2014-04-10	12065	12105	11955	12010	0.38	-0.301751153	2498373	-2224845	-89010
2014-04-11	11830	11860	11740	11830	-1.5	-0.330350546	-2602932	2387003	72342
2014-04-14	11780	11945	11760	11900	0.59	-0.098809833	1154362	-986218	-259530
2014-04-15	11965	11995	11745	11760	-1.18	-0.515020878	-2386845	2299493	113256
2014-04-16	11770	11885	11670	11860	0.85	-0.101162314	2442731	-2160103	-182246
2014-04-17	11925	11945	11750	11820	-0.34	-0.097198157	-2848012	2478318	286927
2014-04-18	11910	12025	11905	12005	1.57	0.04967064	8027459	-7963128	25174
2014-04-21	11980	12000	11865	11960	-0.37	-0.036190911	-1803424	1587322	139323
2014-04-22	11950	12000	11800	11960	0	-0.227824257	554641	-258770	-354394
2014-04-23	12010	12065	11890	11925	-0.29	-0.171027749	-735176	674226	85077
2014-04-24	11965	12005	11860	11915	-0.08	-0.038675762	756303	-585509	-260493
2014-04-25	11865	11890	11570	11590	-2.73	0.068813498	-11265504	11898823	-637028
2014-04-28	11515	11625	11490	11570	-0.17	0.103650971	-2501904	2041430	446054
2014-04-29	11560	11600	11430	11455	-0.99	-0.102644424	-5976138	5388512	381837
2014-04-30	11520	11550	11325	11345	-0.96	-0.459055287	-6726841	6164979	104576
2014-05-02	11425	11440	11300	11355	0.09	-0.284525001	-2300820	2615294	-426292
2014-05-07	11360	11405	11085	11110	-2.16	-0.164086749	-14727994	14220372	120541
2014-05-08	11155	11220	11015	11220	0.99	-0.348513754	-7309789	6917623	241780
2014-05-09	11200	11320	11180	11245	0.22	-0.310990702	-1175824	1392469	-182129
2014-05-12	11245	11395	11160	11380	1.2	-0.326348003	2881805	-2729728	-232477
2014-05-13	11465	11765	11435	11690	2.72	-0.124310631	16401197	-15992502	351059
2014-05-14	11715	12020	11715	12000	2.65	-0.307799669	22246919	-22870096	1221057
2014-05-15	12000	12135	11975	11995	-0.04	-0.310081771	12879489	-11845945	-604263
2014-05-16	11900	12015	11890	11995	0	-0.477409741	1012995	-1022961	-60013
2014-05-19	12040	12050	11875	12030	0.29	-0.344362829	1598133	-1780682	102285
2014-05-20	11995	12080	11980	12005	-0.21	-0.318846837	2605733	-2413054	-227949
2014-05-21	11930	12165	11915	12020	0.12	-0.241925779	4079246	-3982485	116426
2014-05-22	12100	12230	12060	12145	1.04	0.038466829	4028040	-3922219	151438
2014-05-23	12125	12165	12080	12100	-0.37	-0.122824163	-1022727	938608	53888
2014-05-26	12120	12160	12030	12050	-0.41	0.042507688	-767181	625996	101440
2014-05-27	12080	12100	11705	11810	-1.99	-0.16737392	-3731126	3803422	-126121
2014-05-28	11800	12060	11785	12060	2.12	-0.267277082	4718502	-4598661	-78417
2014-05-29	12120	12125	11980	12030	-0.25	-0.152965988	1527828	-1209495	-266904
2014-05-30	12010	12090	11840	11840	-1.58	0.059410275	-1284760	1243434	5197
2014-06-02	11875	11970	11830	11880	0.34	-0.34894645	-1521080	1056115	366782
2014-06-03	11920	11925	11735	11910	0.25	-0.431713377	1209851	-852191	-359074
2014-06-05	11920	11950	11710	11780	-1.09	-0.255626709	-4888930	4642605	211826
2014-06-09	11890	12015	11760	11780	0	-0.036319571	-1910189	2539188	-574687
2014-06-10	11900	12010	11845	12010	1.95	-0.1376122	5755504	-6031573	371709
2014-06-11	11985	12060	11940	11980	-0.25	-0.271464736	-278920	489809	-120899
2014-06-12	11970	11990	11850	11915	-0.54	-0.266263547	-1818928	1956860	-167273
2014-06-13	11830	11840	11545	11590	-2.73	-0.362614746	-19661352	19813351	-598416
2014-06-16	11590	11735	11530	11725	1.16	-0.012962072	3112679	-3146960	-128796
2014-06-17	11710	11795	11660	11760	0.3	-0.242607265	650882	-936191	362661
2014-06-18	11740	11755	11605	11630	-1.11	-0.144074156	-4315259	4403296	-121116
2014-06-19	11725	11800	11610	11685	0.47	-0.000171159	-1020287	749587	259974
2014-06-20	11645	11670	11320	11435	-2.14	0.80094216	-21136725	21313301	-710777
2014-06-23	11465	11535	11380	11480	0.39	0.011325324	-2193548	1751001	391486
2014-06-24	11420	11790	11415	11720	2.09	-0.175289466	11434041	-11751094	398328
2014-06-25	11695	11750	11540	11565	-1.32	-0.200375899	-6644896	6708817	-77516
2014-06-26	11620	11790	11590	11730	1.43	-0.232111311	6944671	-7105834	287099
2014-06-27	11720	11780	11565	11670	-0.51	-0.101952506	46237	-43305	-60915
2014-06-30	11710	11820	11700	11725	0.47	-0.353797136	3384985	-3677006	415705
2014-07-01	11670	11755	11565	11710	-0.13	-0.194071818	107848	206339	-324601
2014-07-02	11820	11975	11790	11885	1.49	-0.338605562	14338675	-14240532	49611
2014-07-03	11900	11925	11835	11855	-0.25	-0.191702651	-1325985	1141634	150674
2014-07-04	11950	11970	11795	11815	-0.34	-0.108895254	-1738420	1635778	69395
2014-07-07	11775	11815	11610	11700	-0.97	-0.215687629	-4022931	4420609	-178186
2014-07-08	11720	11750	11590	11685	-0.13	-0.278724592	138637	129570	-194723
2014-07-09	11580	11600	11495	11570	-0.98	-0.419494713	-6448258	6110559	108868
2014-07-10	11625	11680	11570	11625	0.48	-0.210138135	2525239	-2463852	-40530
2014-07-11	11510	11520	11375	11415	-1.81	-0.321869111	-16811464	16597388	-105575
2014-07-14	11500	11600	11455	11515	0.88	0.046569658	4250510	-4326743	122203
2014-07-15	11600	11805	11570	11750	2.04	-0.196379549	15713387	-15882319	216726
2014-07-16	11750	11835	11725	11780	0.26	-0.296402376	4039635	-3521910	-161116
2014-07-17	11830	11950	11825	11855	0.64	-0.311301192	9494150	-9505152	150395
2014-07-18	11695	11820	11670	11820	-0.3	-0.388417752	-372673	540258	-277455
2014-07-21	11910	12000	11825	11830	0.08	-0.226787969	2707490	-2813277	196556
2014-07-22	11830	11985	11810	11975	1.23	-0.19943445	5998757	-5660763	34551
2014-07-23	12025	12040	11935	11965	-0.08	-0.034923027	1335482	-1224158	-117485
2014-07-24	11980	12075	11925	11970	0.04	-0.194774442	2472373	-2509828	183014
2014-07-25	11990	12045	11980	12035	0.54	-0.229798918	1874414	-1978122	-44371
2014-07-28	12065	12290	12040	12235	1.66	-0.152199549	13310965	-12362236	-103927
2014-07-29	12315	12500	12295	12480	2	-0.163913575	6431739	-6387126	34681
2014-07-30	12550	12935	12520	12770	2.32	-0.168782771	8222034	-8047358	165445
2014-07-31	12735	12880	12610	12635	-1.06	-0.202517408	-1146952	922206	153653
2014-08-01	12450	12665	12450	12540	-0.75	-0.062401228	-1304908	1056438	251311
2014-08-04	12610	12630	12455	12555	0.12	-0.142052007	-759068	987284	-335424
2014-08-05	12500	12525	12320	12370	-1.47	-0.303040072	-4616919	4628832	-196244
2014-08-06	12340	12405	12230	12295	-0.61	-0.263071865	-2558674	2465290	-62573
2014-08-07	12250	12295	12115	12190	-0.85	-0.196659249	-4922048	4431798	237678
2014-08-08	12125	12130	11835	11885	-2.5	-0.119671508	-13055992	12800614	-243133
2014-08-11	12070	12075	11960	12020	1.14	-0.106541941	-725711	708496	16081
2014-08-12	12065	12180	12020	12035	0.12	0.05270745	-2951906	2733533	6477
2014-08-13	12070	12150	12005	12150	0.96	-0.545485502	750770	-412797	-175135
2014-08-14	12200	12360	12130	12225	0.62	-0.187459789	1900696	-1934279	172616
2014-08-18	12295	12330	12060	12095	-1.06	0.011659069	-3372803	3125207	100441
2014-08-19	12155	12350	12150	12290	1.61	-0.174957804	6365115	-6105353	-283197
2014-08-20	12375	12395	12220	12250	-0.33	-0.334063946	-1556555	1422537	214553
2014-08-21	12220	12250	11825	11870	-3.1	-0.180549587	-15742031	15571543	-390954
2014-08-22	11910	12065	11870	12030	1.35	-0.255372778	2692595	-2988413	175186
2014-08-25	11995	12125	11875	12085	0.46	-0.169509447	1084652	-1293050	78179
2014-08-26	12175	12250	12105	12180	0.79	0.068684253	4677117	-4753845	145556
2014-08-27	12245	12330	12175	12195	0.12	-0.123013722	2438057	-2317847	-86382
2014-08-28	12245	12415	12205	12215	0.16	-0.166566139	6728117	-6699589	301883
2014-08-29	12155	12175	11995	12100	-0.94	-0.476560996	-3174110	3372916	-447694
2014-09-01	12060	12145	12035	12090	-0.08	-0.338716471	-1989488	1837578	142714
2014-09-02	12055	12065	11825	11870	-1.82	-0.253274331	-17599982	17296180	-200585
2014-09-03	11810	11880	11695	11815	-0.46	-0.38135854	-6761004	6445508	74382
2014-09-04	11925	12000	11865	11890	0.63	-0.173625687	3429473	-2939545	-283474
2014-09-05	11850	11940	11720	11830	-0.5	0.017500949	-4238914	4230738	-129138
2014-09-11	11820	11820	11690	11705	-1.06	0.418575163	-6191986	6235966	-217838
